Clause-11	 : ['contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate'] 
Clause-12_20	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'point', 'frequent_flyer', 'bonus_points', 'apply', 'black', 'eligible', 'offer', 'credit', 'receive', 'platinum', 'eligible_bonus', 'k_bonus', 'qantas', 'happy', 'close', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year'] 
Clause-13	 : ['send', 'receive', 'email', 'letter', 'request', 'statement', 'statements', 'mail', 'address', 'apologise', 'confirm', 'online', 'form', 'response', 'like', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-14a	 : ['fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'point', 'frequent_flyer', 'bonus_points', 'apply', 'black', 'eligible', 'offer', 'credit', 'receive', 'platinum', 'eligible_bonus', 'k_bonus', 'qantas', 'happy', 'close', 'credit', 'reward', 'point', 'rewards_points', 'offer', 'allocate', 'annual_fee', 'rewards_black', 'year', 'receive', 'transfer', 'product', 'days', 'apply', 'rewards_platinum'] 
Clause-14b	 : ['fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like'] 
Clause-15	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback'] 
Clause-16	 : ['fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback'] 
Clause-17	 : ['fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak'] 
Clause-18	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback', 'travel', 'bonus', 'overdraw', 'online_saver', 'offer', 'cause', 'apply', 'apologise', 'resolve', 'credit', 'open', 'progress_saver', 'lose', 'educate', 'unhappy'] 
Clause-18.1	 : ['point', 'frequent_flyer', 'bonus_points', 'apply', 'black', 'eligible', 'offer', 'credit', 'receive', 'platinum', 'eligible_bonus', 'k_bonus', 'qantas', 'happy', 'close', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'travel', 'bonus', 'overdraw', 'online_saver', 'offer', 'cause', 'apply', 'apologise', 'resolve', 'credit', 'open', 'progress_saver', 'lose', 'educate', 'unhappy'] 
Clause-18.2	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-18.3_19	 : ['close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review'] 
Clause-21	 : ['close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue'] 
Clause-22	 : ['dispute', 'transaction', 'transactions', 'refund', 'debit', 'fraud', 'merchant', 'process', 'credit', 'cancel', 'disputed_transaction', 'resolve', 'lodge', 'case', 'stop', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-23	 : ['fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue'] 
Clause-24	 : ['contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback'] 
Clause-25	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak', 'service', 'poor_service', 'time', 'ask', 'staff', 'teller', 'blr_template', 'wait', 'people', 'like', 'case_actioned', 'know', 'transgender_marriage', 'train', 'today'] 
Clause-26	 : ['send', 'receive', 'email', 'letter', 'request', 'statement', 'statements', 'mail', 'address', 'apologise', 'confirm', 'online', 'form', 'response', 'like', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'access', 'internet_banking', 'able', 'unable', 'use', 'order', 'online', 'issue', 'joint', 'security', 'want', 'pin', 'need', 'son', 'view'] 
Clause-27	 : ['service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy', 'loan', 'offset', 'home_loan', 'end', 'request', 'set', 'pay', 'repayments', 'refinance', 'lend', 'fix', 'want', 'confirm', 'apply', 'refund', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like'] 
Clause-28	 : ['months', 'hardship', 'offer', 'discuss', 'arrangement', 'matter', 'decision', 'debt', 'letter', 'nzs', 'arrears', 'time', 'term', 'reduce', 'month', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-29	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-3	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-30	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse'] 
Clause-31	 : ['settlement', 'mortgage', 'property', 'client', 'delay', 'document', 'broker', 'release', 'sell', 'ied', 'advs', 'time', 'process', 'home', 'pay', 'loan', 'offset', 'home_loan', 'end', 'request', 'set', 'pay', 'repayments', 'refinance', 'lend', 'fix', 'want', 'confirm', 'apply', 'refund', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like'] 
Clause-32	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate'] 
Clause-33	 : ['close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year'] 
Clause-34	 : ['branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'service', 'poor_service', 'time', 'ask', 'staff', 'teller', 'blr_template', 'wait', 'people', 'like', 'case_actioned', 'know', 'transgender_marriage', 'train', 'today'] 
Clause-35	 : ['fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue'] 
Clause-37	 : ['happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-38_39	 : ['contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like'] 
Clause-39	 : ['service', 'poor_service', 'time', 'ask', 'staff', 'teller', 'blr_template', 'wait', 'people', 'like', 'case_actioned', 'know', 'transgender_marriage', 'train', 'today', 'tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak', 'tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak'] 
Clause-4	 : ['service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy', 'tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak'] 
Clause-4_40	 : ['contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'settlement', 'mortgage', 'property', 'client', 'delay', 'document', 'broker', 'release', 'sell', 'ied', 'advs', 'time', 'process', 'home', 'pay', 'service', 'financial_ombudsman', 'provide', 'request', 'receive', 'concern', 'close', 'case', 'com', 'registration', 'email', 'offer', 'state', 'confirm', 'copy'] 
Clause-7	 : ['branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback', 'contact', 'information', 'provide', 'email', 'ask', 'need', 'response', 'refer', 'phone', 'time', 'number', 'team', 'want', 'concern', 'like', 'service', 'poor_service', 'time', 'ask', 'staff', 'teller', 'blr_template', 'wait', 'people', 'like', 'case_actioned', 'know', 'transgender_marriage', 'train', 'today'] 
Clause-8	 : ['tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak', 'branch', 'staff', 'close', 'manager', 'atm', 'open', 'apologise', 'closure', 'happy', 'visit', 'feedback_passed', 'want', 'staff_member', 'provide', 'feedback', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue'] 
Clause-9	 : ['service', 'poor_service', 'time', 'ask', 'staff', 'teller', 'blr_template', 'wait', 'people', 'like', 'case_actioned', 'know', 'transgender_marriage', 'train', 'today', 'happy', 'apologise', 'provide', 'unhappy', 'receive', 'poor_service', 'want', 'send', 'feedback', 'service', 'consultant', 'experience', 'feedback_passed', 'team', 'issue', 'tell', 'money', 'time', 'phone', 'need', 'try', 'work', 'come', 'ask', 'day', 'inform', 'happen', 'ring', 'issue', 'speak'] 
